Code,Name,Close,Location,Industry,List_date,Years,Profit,EPS1618,EPS1113,Book_Value,div,div2,PE1618,dir_rate,Growth,Growth2,liquidity_ratio,有形资产/债务,PB,Mkt_value
002364.SZ,中恒电气,11.83,浙江,电气设备,2010/3/5,10.00547945,1,0.18,0.503333333,3.9265,是,1,65.72222222,70.55331498,-0.642384106,-64.24%,7.270771865,-6.432637645,3.012861327,6554260485
002365.SZ,永安药业,9.26,湖北,医药生物,2010/3/5,10.00547945,0,0.548666667,0.296666667,5.3614,是,1,16.87727825,16.5,0.849438202,84.94%,3.379674428,-9.455331751,1.727160816,2422290150
002366.SZ,台海核电,5.6,四川,机械设备,2010/3/12,9.98630137,1,0.82,0.302133333,3.4525,是,1,6.829268293,10.07642931,1.714033539,171.40%,1.78063647,0.991975221,1.622013034,6052060303
002367.SZ,康力电梯,7.72,江苏,机械设备,2010/3/12,9.98630137,1,0.3292,0.6214,3.9542,是,1,23.45078979,5626.519978,-0.470228516,-47.02%,2.148762932,-139.180426,1.952354459,5336296476
002368.SZ,太极股份,45.69,北京,计算机,2010/3/12,9.98630137,1,0.736833333,0.626666667,6.8534,是,1,62.00859534,30.11396981,0.175797872,17.58%,1.219996793,-4.641781362,6.666763942,14104607961
002369.SZ,卓翼科技,10.57,广东,电子,2010/3/16,9.975342466,0,-0.033333333,0.42,3.4227,-,0,10000,0,-1.079365079,-107.94%,1.289302636,7.667130799,3.088205218,5074020861
002370.SZ,亚太药业,6.51,浙江,医药生物,2010/3/16,9.975342466,1,0.446666667,0.036666667,4.6828,是,1,14.57462687,12.90979708,11.18181818,1118.18%,4.729936437,-2.216878326,1.390193901,3369185184
002371.SZ,北方华创,148.01,北京,电子,2010/3/16,9.975342466,1,0.3349,0.913333333,7.746,是,1,441.9528217,10.19130111,-0.633321168,-63.33%,1.495067376,15.30353738,19.10792667,35815941890
002372.SZ,伟星新材,11.86,浙江,建筑材料,2010/3/18,9.969863014,1,0.816666667,0.916666667,2.7799,是,1,14.52244898,80.39752014,-0.109090909,-10.91%,2.876013237,-2.000745215,4.266340516,19223440713
002373.SZ,千方科技,27.08,北京,计算机,2010/3/18,9.969863014,0,0.39,-0.233333333,5.3454,是,1,69.43589744,10.7215939,-2.671428571,-267.14%,2.030623702,-2.238894658,5.066038089,24945580505
002374.SZ,丽鹏股份,2.63,山东,建筑装饰,2010/3/18,9.969863014,0,-0.2,0.273333333,2.7292,-,0,10000,0,-1.731707317,-173.17%,1.167752571,2.821956213,0.963652352,2474345460
002375.SZ,亚厦股份,5.04,浙江,建筑装饰,2010/3/23,9.956164384,1,0.263333333,1.156666667,5.88,是,1,19.13924051,14.88267035,-0.772334294,-77.23%,1.412023592,100.8460682,0.857142857,7490580424
002376.SZ,新 北 洋,11.91,山东,计算机,2010/3/23,9.956164384,1,0.466666667,0.536666667,4.8046,是,1,25.52142857,34.99608394,-0.130434783,-13.04%,1.72262458,-31.37532216,2.478874412,7762206607
002377.SZ,国创高新,3.76,湖北,房地产,2010/3/23,9.956164384,1,0.143333333,0.12,5.5667,-,0,26.23255814,0,0.194444444,19.44%,1.432154897,-3.889319792,0.675445057,3436219504
002378.SZ,章源钨业,4.48,江西,有色金属,2010/3/31,9.934246575,0,0.043333333,0.41,2.156,是,1,103.3846154,39.93562865,-0.894308943,-89.43%,1.062686615,1.706191507,2.077922078,4509937088
002379.SZ,宏创控股,3.92,山东,有色金属,2010/3/31,9.934246575,0,0.0224,0.076666667,1.3555,-,0,175,0,-0.707826087,-70.78%,7.907442964,-4.113584252,2.8919218,3390624000
002380.SZ,科远股份,13.98,江苏,计算机,2010/3/31,9.934246575,1,0.43,0.51,8.6202,是,1,32.51162791,41.79952824,-0.156862745,-15.69%,5.945163339,-3.587560691,1.621772117,3139090769
002381.SZ,双箭股份,7.99,浙江,化工,2010/4/2,9.928767123,1,0.253333333,0.6,3.9928,是,1,31.53947368,52.64061771,-0.577777778,-57.78%,3.971265859,-8.33360448,2.001101984,3156759265
002382.SZ,蓝帆医疗,17.58,山东,医药生物,2010/4/2,9.928767123,1,0.416666667,0.216666667,8.0893,是,1,42.192,11.12191604,0.923076923,92.31%,1.955973065,-7.555874776,2.173241195,11703337384
002383.SZ,合众思壮,10.73,北京,计算机,2010/4/2,9.928767123,1,0.3485,0.022333333,5.1888,-,0,30.78909613,0,14.60447761,1460.45%,1.2072536,1.01195716,2.06791551,6892713202
002384.SZ,东山精密,28.3,江苏,电子,2010/4/9,9.909589041,1,0.403333333,0.043333333,5.2377,是,1,70.16528926,10.89453628,8.307692308,830.77%,0.959414987,0.934029417,5.403134964,30685534311
002385.SZ,大 北 农,6.85,北京,农林牧渔,2010/4/9,9.909589041,1,0.216666667,0.856666667,2.3047,-,0,31.61538462,59.05087202,-0.747081712,-74.71%,1.344072637,-5.472334768,2.972187269,18414593374
002386.SZ,天原集团,5.97,四川,化工,2010/4/9,9.909589041,1,0.150433333,0.1,6.3703,是,1,39.68535342,50.31822841,0.504333333,50.43%,0.516250399,0.809482142,0.937161515,4302522164
002387.SZ,黑牛食品,13.3,江苏,电子,2010/4/13,9.898630137,0,0.038966667,0.22,10.9007,-,0,341.3173653,0,-0.822878788,-82.29%,0.161576807,-0.081009732,1.220105131,22333937541
002388.SZ,新亚制程,6.62,广东,电子,2010/4/13,9.898630137,1,0.077933333,0.083333333,2.275,-,0,84.94439692,0,-0.0648,-6.48%,2.773180546,-8.007766152,2.90989011,3365160888
002389.SZ,南洋科技,12.78,浙江,国防军工,2010/4/13,9.898630137,1,0.286666667,0.366666667,6.5731,是,1,44.58139535,11.73782962,-0.218181818,-21.82%,2.169985832,55.6822083,1.944288083,9716063775
002390.SZ,信邦制药,5.26,贵州,医药生物,2010/4/16,9.890410959,0,-0.153333333,0.26,2.9795,-,0,10000,0,-1.58974359,-158.97%,1.300298242,2.144830237,1.765396879,9053051358
002391.SZ,长青股份,9.41,江苏,化工,2010/4/16,9.890410959,1,0.657533333,0.753333333,9.0652,是,1,14.31106154,33.76170114,-0.127168142,-12.72%,2.194561249,10.213927,1.038035565,4190042593
002392.SZ,北京利尔,3.79,北京,建筑材料,2010/4/23,9.871232877,0,0.18,0.246666667,2.8894,是,1,21.05555556,10.0077442,-0.27027027,-27.03%,2.540123823,2.461656304,1.311691009,4273862112
002393.SZ,力生制药,26.49,天津,医药生物,2010/4/23,9.871232877,1,0.76,1.68,17.6063,是,1,34.85526316,29.59088581,-0.547619048,-54.76%,3.583968687,-2.101062351,1.504575067,4565023900
002394.SZ,联发股份,9.43,江苏,纺织服装,2010/4/23,9.871232877,1,1.181,1.246666667,9.8815,是,1,7.984758679,46.60513688,-0.052673797,-5.27%,2.097045175,8.692966934,0.954308556,3070229760
002395.SZ,双象股份,24.83,江苏,化工,2010/4/29,9.854794521,1,0.132133333,0.290333333,4.7976,是,1,187.9162462,160.8023803,-0.54489093,-54.49%,2.367710238,-7.975045762,5.175504419,4462997760
002396.SZ,星网锐捷,41.6,福建,通信,2010/6/23,9.704109589,1,0.814,0.609166667,6.306,是,1,51.10565111,11.03742847,0.33625171,33.63%,1.937933542,-3.487932527,6.596891849,18478319207
002397.SZ,梦洁股份,5.38,湖南,纺织服装,2010/4/29,9.854794521,1,0.106666667,0.59,2.5473,是,1,50.4375,135.575176,-0.81920904,-81.92%,1.878818634,-18.29616404,2.112040199,3996093647
002398.SZ,建研集团,6.73,福建,建筑材料,2010/5/6,9.835616438,1,0.47,0.9,3.5726,是,1,14.31914894,19.46139944,-0.477777778,-47.78%,2.711894024,11.91366102,1.883782119,3704921154
002399.SZ,海 普 瑞,25.48,广东,医药生物,2010/5/6,9.835616438,1,0.3053,0.653333333,4.8653,是,1,83.45889289,20.24041368,-0.532704082,-53.27%,1.885624378,3.565733976,5.237087127,21526701411
002400.SZ,省广集团,2.88,广东,传媒,2010/5/6,9.835616438,0,0.166666667,0.786666667,2.9877,是,1,17.28,9.376259941,-0.788135593,-78.81%,1.536867667,18.94925012,0.963952204,4829043845
002401.SZ,中远海科,10.89,上海,计算机,2010/5/6,9.835616438,1,0.24,0.284366667,2.8803,是,1,45.375,18.22573632,-0.156019224,-15.60%,1.598041586,-0.758114179,3.780856161,3226473600
002402.SZ,和 而 泰,16.1,广东,电子,2010/5/11,9.821917808,1,0.204966667,0.28,1.8694,是,1,78.54935762,15.41744559,-0.26797619,-26.80%,2.00371247,-4.321842556,8.612389002,9272919693
002403.SZ,爱 仕 达,8.4,浙江,家用电器,2010/5/11,9.821917808,1,0.44,0.186666667,6.3392,是,1,19.09090909,34.36235632,1.357142857,135.71%,1.523723488,3.509521329,1.325088339,2956707560
002404.SZ,嘉欣丝绸,6.09,浙江,纺织服装,2010/5/11,9.821917808,1,0.216666667,0.386666667,3.0363,是,1,28.10769231,80.50919119,-0.439655172,-43.97%,1.621626548,5.678267726,2.005730659,3021233142
002405.SZ,四维图新,17.12,北京,计算机,2010/5/18,9.802739726,1,0.246233333,0.33,5.4993,是,1,69.5275484,3.823307497,-0.253838384,-25.38%,1.595848723,-0.689966506,3.113123488,31654571580
002406.SZ,远东传动,5.53,河南,汽车,2010/5/18,9.802739726,1,0.3395,0.526666667,4.3475,是,1,16.28865979,51.68807204,-0.355379747,-35.54%,4.569638945,-3.436891414,1.2719954,2894760000
002407.SZ,多 氟 多,12.06,河南,化工,2010/5/18,9.802739726,1,0.423333333,0.206666667,5.0699,是,1,28.48818898,367.4241291,1.048387097,104.84%,1.209723128,1.42277377,2.378745143,8207045772
002408.SZ,齐翔腾达,6.15,山东,化工,2010/5/18,9.802739726,1,0.41,0.756666667,4.1066,是,1,15,18.95443231,-0.45814978,-45.81%,1.328764488,7.724363046,1.497589247,12870267084
002409.SZ,雅克科技,42.7,江苏,化工,2010/5/25,9.783561644,1,0.205933333,0.542766667,9.02,是,1,207.3486565,31.3451734,-0.620585887,-62.06%,3.286722924,-15.68461699,4.733924612,8655360506
002410.SZ,广 联 达,44.71,北京,计算机,2010/5/25,9.783561644,1,0.396933333,0.9,2.8338,是,1,112.6385623,51.31455738,-0.558962963,-55.90%,3.488108144,-2.707102584,15.77740137,37231765026
002411.SZ,必康股份,13.07,陕西,医药生物,2010/5/25,9.783561644,1,0.499433333,0.206666667,6.0901,-,0,26.16965895,0,1.416612903,141.66%,2.065115913,1.051801734,2.146105975,25175424625
002412.SZ,汉森制药,8.29,湖南,医药生物,2010/5/25,9.783561644,1,0.384333333,0.566666667,4.6059,是,1,21.56981787,0,-0.321764706,-32.18%,1.076106911,3.630525481,1.79986539,4297328000
002413.SZ,雷科防务,7.74,江苏,国防军工,2010/5/28,9.775342466,1,0.11,0.26,3.4259,-,0,70.36363636,0,-0.576923077,-57.69%,5.429093626,-2.581931332,2.25926034,5568012368
002414.SZ,高德红外,47.43,湖北,电子,2010/7/16,9.64109589,1,0.1407,0.215866667,5.3306,是,1,337.1002132,14.17996588,-0.348208771,-34.82%,3.089801785,-29.31157746,8.897685064,18465493387
002415.SZ,海康威视,35,浙江,电子,2010/5/28,9.775342466,1,1.159666667,1.103333333,4.0738,是,1,30.18108652,49.40671331,0.051057402,5.11%,2.595897664,-2.846703298,8.591487064,2.94E+11
002416.SZ,爱 施 德,6.88,广东,商业贸易,2010/5/28,9.775342466,0,0.159433333,0.286666667,3.9715,是,1,43.15283295,-267.3168026,-0.443837209,-44.38%,1.636302897,5.290639515,1.732342943,7472869290
002417.SZ,深南股份,7.71,江苏,计算机,2010/6/1,9.764383562,0,-0.18,0,1.1114,-,0,10000,0,-9999,-9999.00%,9.226505133,-2.462184697,6.937196329,1863000000
002418.SZ,康盛股份,2.54,浙江,家用电器,2010/6/1,9.764383562,0,-0.243333333,0.216666667,1.0081,-,0,10000,0,-2.123076923,-212.31%,0.681091336,1.145327058,2.51959131,3386472000
002419.SZ,天虹股份,8.8,广东,商业贸易,2010/6/1,9.764383562,1,0.767,0.74,5.4716,是,1,11.47327249,53.08811454,0.036486486,3.65%,0.927217475,-0.9620628,1.608304701,11642910000
002420.SZ,毅昌股份,3.55,广东,家用电器,2010/6/1,9.764383562,0,-1.056666667,0.013333333,0.9171,-,0,10000,0,-80.25,-8025.00%,0.990421568,0.692022469,3.870897394,1471670000
002421.SZ,达实智能,3.44,广东,计算机,2010/6/3,9.75890411,1,0.1394,0.404266667,1.6859,-,0,24.67718795,0,-0.6551781,-65.52%,1.855764952,19.3677493,2.04045317,6559782986
002422.SZ,科伦药业,22.95,四川,医药生物,2010/6/3,9.75890411,1,0.593333333,1.506666667,8.8645,是,1,38.67977528,24.73791723,-0.60619469,-60.62%,0.977031945,1.567297186,2.58897851,33431832313
002423.SZ,中原特钢,8.77,河南,非银金融,2010/6/3,9.75890411,0,-0.2423,0.115,2.8926,-,0,10000,0,-3.106956522,-310.70%,0.76810192,1.370859518,3.031874438,21128648123
002424.SZ,贵州百灵,8.9,贵州,医药生物,2010/6/3,9.75890411,1,0.366666667,0.493333333,2.7425,是,1,24.27272727,20.04407062,-0.256756757,-25.68%,2.75499827,-22.32864739,3.245214221,11698848000
002425.SZ,凯撒文化,5.61,广东,传媒,2010/6/8,9.745205479,1,0.323333333,0.174,4.8135,是,1,17.35051546,17.54731065,0.858237548,85.82%,1.761789072,3.784409185,1.16547211,4443044599
002426.SZ,胜利精密,2.17,江苏,机械设备,2010/6/8,9.745205479,0,0.012366667,0.205666667,2.3095,-,0,175.4716981,0,-0.93987034,-93.99%,1.321027755,1.822816745,0.939597315,7881075577
002427.SZ,*ST 尤夫,8.02,浙江,化工,2010/6/8,9.745205479,0,-0.463333333,0.093333333,1.8741,-,0,10000,0,-5.964285714,-596.43%,0.920371964,0.231050799,4.279387439,3376351500
002428.SZ,云南锗业,10.33,云南,有色金属,2010/6/8,9.745205479,0,-0.046666667,0.36,2.2839,-,0,10000,0,-1.12962963,-112.96%,1.479584778,11.46290012,4.522965104,4702464000
002429.SZ,兆驰股份,5.36,广东,家用电器,2010/6/10,9.739726027,1,0.1528,0.646666667,1.9258,-,0,35.07853403,0,-0.76371134,-76.37%,2.029047128,-474.8977592,2.783258905,13218666572
002430.SZ,杭氧股份,13.05,浙江,机械设备,2010/6/10,9.739726027,0,0.28,0.56,5.5026,是,1,46.60714286,23.43600144,-0.5,-50.00%,1.346002007,2.81833621,2.37160615,11440200795
002431.SZ,棕榈股份,2.55,河南,建筑装饰,2010/6/10,9.739726027,0,0.11,0.79,3.7286,-,0,23.18181818,0,-0.860759494,-86.08%,1.187868273,1.15193629,0.683902805,4520435768
002432.SZ,九安医疗,6.72,天津,医药生物,2010/6/10,9.739726027,0,-0.103333333,0.03,3.5644,-,0,10000,0,-4.444444444,-444.44%,1.591637474,-2.324798904,1.885310291,2055828125
002433.SZ,太 安 堂,4.71,广东,医药生物,2010/6/18,9.717808219,1,0.326666667,0.7,6.7653,是,1,14.41836735,20.01200562,-0.533333333,-53.33%,2.219486209,1.839094657,0.696199725,3366134348
002434.SZ,万 里 扬,9.15,浙江,汽车,2010/6/18,9.717808219,1,0.346666667,0.343333333,4.4456,是,1,26.39423077,55.99680308,0.009708738,0.97%,1.753249506,3.618871943,2.058214864,11617800000
002435.SZ,长江润发,4.05,江苏,医药生物,2010/6/18,9.717808219,1,0.533333333,0.31,6.44,是,1,7.59375,22.44408491,0.720430108,72.04%,2.409108896,-4.729838085,0.628881988,4770894457
002436.SZ,兴森科技,13.17,广东,电子,2010/6/18,9.717808219,1,0.126666667,0.586666667,1.7093,是,1,103.9736842,41.57698904,-0.784090909,-78.41%,1.556178997,3.20861657,7.704908442,10430231603
002437.SZ,誉衡药业,2.78,黑龙江,医药生物,2010/6/23,9.704109589,1,0.174733333,0.606666667,1.9671,是,1,15.90995803,20.95219154,-0.711978022,-71.20%,0.620105254,-0.10468968,1.413247928,6858143604
002438.SZ,江苏神通,7.85,江苏,机械设备,2010/6/23,9.704109589,1,0.194366667,0.373333333,3.7122,是,1,40.3875836,11.75093445,-0.479375,-47.94%,1.691745793,9.000982995,2.114648995,4022060972
002439.SZ,启明星辰,41.59,北京,计算机,2010/6/23,9.704109589,1,0.483333333,0.423333333,4.0043,是,1,86.04827586,6.275142825,0.141732283,14.17%,2.316615478,-3.589995256,10.38633469,27618386673
002440.SZ,闰土股份,10.43,浙江,化工,2010/7/6,9.668493151,1,1.073333333,1.03,6.924,是,1,9.717391304,43.81071811,0.042071197,4.21%,3.43256488,43.15455002,1.506354708,12540450000
002441.SZ,众 业 达,8.02,广东,电气设备,2010/7/6,9.668493151,1,0.34,0.81,6.8409,是,1,23.58823529,55.5429516,-0.580246914,-58.02%,2.813415792,-10.80894627,1.172360362,3694059331
002442.SZ,龙星化工,4.25,河北,化工,2010/7/6,9.668493151,0,0.148266667,0.17,2.6378,是,1,28.66456835,36.16611981,-0.127843137,-12.78%,0.925916699,0.894716326,1.611191144,2337600000
002443.SZ,金洲管道,5.96,浙江,钢铁,2010/7/6,9.668493151,1,0.266666667,0.323333333,4.3561,是,1,22.35,54.50339138,-0.175257732,-17.53%,2.350246749,6.153227206,1.368196322,3560462957
002444.SZ,巨星科技,11.28,浙江,机械设备,2010/7/13,9.649315068,1,0.586666667,0.506666667,6.1798,-,0,19.22727273,0,0.157894737,15.79%,3.725343662,-3.440631507,1.82530179,10591189845
002445.SZ,中南文化,1.15,江苏,传媒,2010/7/13,9.649315068,0,-0.28,0.206666667,1.5564,-,0,10000,0,-2.35483871,-235.48%,1.526902091,1.012355059,0.738884605,1736738289
002446.SZ,盛路通信,8.06,广东,通信,2010/7/13,9.649315068,1,0.216666667,0.067033333,3.4543,是,1,37.2,22.16288102,2.232222775,223.22%,2.384316512,-3.261376781,2.333323684,8743800961
002447.SZ,晨鑫科技,2.52,辽宁,传媒,2010/7/13,9.649315068,0,0.016666667,0.653333333,1.1251,-,0,151.2,0,-0.974489796,-97.45%,1.515513033,3.767449353,2.239800907,4567017600
002448.SZ,中原内配,5.1,河南,汽车,2010/7/16,9.64109589,1,0.432366667,1.167,4.442,是,1,11.79554391,21.15352143,-0.629505855,-62.95%,2.611673037,8.244365101,1.148131472,3055071628
002449.SZ,国星光电,13.57,广东,电子,2010/7/16,9.64109589,1,0.6265,0.3049,5.5813,是,1,21.66001596,41.64505669,1.054772056,105.48%,1.298920711,2.82015572,2.431333202,6388869156
002450.SZ,康 得 新,3.52,江苏,化工,2010/7/16,9.64109589,1,0.456666667,0.611166667,5.1215,-,0,7.708029197,0,-0.2527952,-25.28%,2.141915097,-2.781333338,0.687298643,12463968993
002451.SZ,摩恩电气,8.57,上海,电气设备,2010/7/20,9.630136986,1,0.056666667,0.05,1.5047,-,0,151.2352941,0,0.133333333,13.33%,0.711603226,2.506507627,5.695487473,4163616000
002452.SZ,长高集团,5.48,湖南,电气设备,2010/7/20,9.630136986,0,-0.053666667,0.503,2.0981,-,0,10000,0,-1.106693174,-110.67%,1.866948376,19.79159464,2.611886945,2493474000
002453.SZ,天马精化,5.61,江苏,化工,2010/7/20,9.630136986,0,-0.156666667,0.37,1.5805,-,0,10000,0,-1.423423423,-142.34%,0.69646877,0.793717615,3.549509649,3142150000
002454.SZ,松芝股份,5.27,上海,汽车,2010/7/20,9.630136986,0,0.576666667,0.660833333,5.2424,是,1,9.138728324,21.43414356,-0.127364439,-12.74%,1.677561032,4.708906151,1.005264764,2828617200
002455.SZ,百川股份,5.39,江苏,化工,2010/8/3,9.591780822,1,0.196666667,0.316666667,2.5943,是,1,27.40677966,47.64586147,-0.378947368,-37.89%,1.191947001,2.844792618,2.077631731,2817525424
002456.SZ,欧菲科技,18.5,广东,电子,2010/8/3,9.591780822,0,0.2886,1.01,3.1664,-,0,64.1025641,0,-0.714257426,-71.43%,1.101697262,0.743356293,5.842597271,34263511789
002457.SZ,青龙管业,7.51,宁夏,建筑材料,2010/8/3,9.591780822,1,0.113333333,0.19,5.518,是,1,66.26470588,44.6313537,-0.403508772,-40.35%,1.911066073,-7.720683507,1.361000362,2609587680
002458.SZ,益生股份,31.4,山东,农林牧渔,2010/8/10,9.57260274,0,0.616666667,0.226666667,4.7281,是,1,50.91891892,18.59668305,1.720588235,172.06%,0.545680303,2.189640237,6.641145492,16590983670
002459.SZ,天业通联,17.1,河北,机械设备,2010/8/10,9.57260274,0,0.04,-1.11,3.2708,-,0,427.5,0,-1.036036036,-103.60%,5.851189671,-24.29131121,5.228078757,14906013361
002460.SZ,赣锋锂业,51.98,江西,有色金属,2010/8/10,9.57260274,1,1.223333333,0.436666667,5.8688,是,1,42.49046322,31.69984068,1.801526718,180.15%,1.623009132,83.64076615,8.857006543,35869657326
002461.SZ,珠江啤酒,6.34,广东,食品饮料,2010/8/18,9.550684932,1,0.173333333,0.066666667,3.7137,是,1,36.57692308,60.40259523,1.6,160.00%,3.264330732,25.57846731,1.707192288,15736765493
002462.SZ,嘉 事 堂,15.24,北京,医药生物,2010/8/18,9.550684932,1,1.083333333,0.36,9.9681,是,1,14.06769231,11.46982149,2.009259259,200.93%,1.524942331,0.686628413,1.528877118,4681899276
002463.SZ,沪电股份,26.1,江苏,电子,2010/8/18,9.550684932,0,0.153566667,0.256666667,2.3322,是,1,169.9587584,30.24150491,-0.401688312,-40.17%,1.582189209,11.99021835,11.19114999,38788893494
002464.SZ,众应互联,6.03,江苏,传媒,2010/8/31,9.515068493,0,0.803333333,0.326666667,4.518,是,1,7.506224066,0,1.459183673,145.92%,0.451846369,-0.766649384,1.334661355,3652560716
002465.SZ,海格通信,11.99,广东,国防军工,2010/8/31,9.515068493,1,0.19,0.66,3.6519,是,1,63.10526316,64.35042203,-0.712121212,-71.21%,2.645669253,-11.22540605,3.283222432,23675686107
002466.SZ,天齐锂业,31.72,四川,有色金属,2010/8/31,9.515068493,0,1.786666667,-0.116666667,8.8754,是,1,17.75373134,9.343592329,-16.31428571,-1631.43%,3.109074623,-15.18984693,3.573923429,34111179917
002467.SZ,二 六 三,8.51,北京,通信,2010/9/8,9.493150685,0,-0.11,0.466666667,2.3934,是,1,10000,92.51146566,-1.235714286,-123.57%,2.2880562,-1.172514595,3.555611264,7026561831
002468.SZ,申通快递,18.72,浙江,交通运输,2010/9/8,9.493150685,1,1.18,0.04,5.5542,是,1,15.86440678,37.35141527,28.5,2850.00%,2.916773113,-1.796256229,3.370422383,27860599421
002469.SZ,三维工程,4.03,山东,建筑装饰,2010/9/8,9.493150685,1,0.07,0.543333333,2.3898,是,1,57.57142857,125.8445125,-0.871165644,-87.12%,3.754246451,-2.034128096,1.686333584,1907366198
002470.SZ,金 正 大,2.49,山东,化工,2010/9/8,9.493150685,1,0.226666667,0.783333333,3.1773,-,0,10.98529412,0,-0.710638298,-71.06%,1.79764283,12.58513556,0.78368426,8182209078
002471.SZ,中超控股,2.49,江苏,电气设备,2010/9/10,9.487671233,1,0.073866667,0.323333333,1.4758,是,1,33.70938628,8.904478022,-0.771546392,-77.15%,1.211084218,0.364251172,1.687220491,2916400000
002472.SZ,双环传动,5.09,浙江,汽车,2010/9/10,9.487671233,1,0.306666667,0.46,4.892,是,1,16.59782609,21.10264131,-0.333333333,-33.33%,1.515722668,2.20735827,1.040474244,3590654099
002473.SZ,*ST 圣莱,7.45,浙江,家用电器,2010/9/10,9.487671233,0,-0.1667,0.09,1.8628,-,0,10000,0,-2.852222222,-285.22%,1.911723154,-11.19020424,3.999355808,1240000000
002474.SZ,榕基软件,8.52,福建,计算机,2010/9/15,9.473972603,1,0.049533333,0.6512,2.3417,是,1,172.0053836,17.84641896,-0.923935299,-92.39%,1.826188172,3.941353648,3.638382372,5033598000
002475.SZ,立讯精密,47.8,广东,电子,2010/9/15,9.473972603,1,0.596666667,0.776666667,3.7666,是,1,80.11173184,7.556324255,-0.231759657,-23.18%,1.483292618,7.757816436,12.6904901,1.82E+11
002476.SZ,宝莫股份,6.21,山东,化工,2010/9/15,9.473972603,0,-0.139333333,0.1997,1.1734,-,0,10000,0,-1.697713237,-169.77%,3.32296535,-3.005940106,5.292312937,4253400000
002477.SZ,雏鹰农牧,0,河南,农林牧渔,2010/9/15,9.473972603,0,-0.313333333,0.566166667,0.3423,-,0,10000,0,-1.553429497,-155.34%,1.23984632,0.591430075,0,532977137.1
002478.SZ,常宝股份,5.31,江苏,钢铁,2010/9/21,9.457534247,1,0.31,0.553333333,4.1394,是,1,17.12903226,23.98669145,-0.439759036,-43.98%,1.876238771,-12.81867184,1.282794608,5510359125
002479.SZ,富春环保,6.07,浙江,公用事业,2010/9/21,9.457534247,1,0.296666667,0.393333333,4.1365,是,1,20.46067416,35.62081317,-0.245762712,-24.58%,0.50157255,2.065299291,1.467424151,7377770400
002480.SZ,新筑股份,4.42,四川,机械设备,2010/9/21,9.457534247,0,0.022833333,0.113333333,3.5789,-,0,193.5766423,0,-0.798529412,-79.85%,1.551028651,1.928179742,1.235016346,2460878412
002481.SZ,双塔食品,12.75,山东,食品饮料,2010/9/21,9.457534247,1,0.05,0.426666667,2.081,-,0,255,0,-0.8828125,-88.28%,1.213486715,3.432481734,6.126862086,8479919800
002482.SZ,广田集团,3.8,广东,建筑装饰,2010/9/29,9.435616438,1,0.303333333,0.88,4.518,是,1,12.52747253,13.23765061,-0.65530303,-65.53%,1.723341662,3.207149503,0.841080124,6302846594
002483.SZ,润邦股份,5.97,江苏,机械设备,2010/9/29,9.435616438,0,0.143333333,0.363333333,3.7497,是,1,41.65116279,51.34972113,-0.605504587,-60.55%,1.954641976,-11.97103908,1.59212737,2723413428
002484.SZ,江海股份,9.36,江苏,电子,2010/9/29,9.435616438,1,0.2653,0.581366667,3.9857,是,1,35.28081417,26.77817434,-0.543661487,-54.37%,4.608073829,-7.073070915,2.348395514,5689784978
002485.SZ,希 努 尔,5.78,山东,纺织服装,2010/10/15,9.391780822,0,0.1249,0.553333333,4.0865,是,1,46.27702162,9.707356666,-0.774277108,-77.43%,5.110604982,-2.074742917,1.414413312,3323840000
002486.SZ,嘉 麟 杰,4.41,上海,纺织服装,2010/10/15,9.391780822,0,0.023066667,0.259033333,1.1411,-,0,191.1849711,0,-0.910950972,-91.10%,3.274867312,-3.37830897,3.864691964,2762240000
002487.SZ,大金重工,4.5,辽宁,机械设备,2010/10/15,9.391780822,1,0.106666667,0.236666667,3.2681,是,1,42.1875,8.846627541,-0.549295775,-54.93%,2.482402742,-27.86325633,1.37694685,2753246400
002488.SZ,金固股份,6.58,浙江,汽车,2010/10/21,9.375342466,0,-0.006666667,0.32,3.9406,-,0,10000,61.57686728,-1.020833333,-102.08%,1.67595003,-7.724738597,1.669796478,7160101449
002489.SZ,浙江永强,4.38,浙江,轻工制造,2010/10/21,9.375342466,0,0.006666667,0.686666667,1.4292,是,1,657,-121.1238953,-0.990291262,-99.03%,1.426870017,5.504167992,3.064651553,9225122773
002490.SZ,山东墨龙,3.19,山东,机械设备,2010/10/21,9.375342466,0,-0.201366667,-0.016666667,2.4367,-,0,10000,0,11.082,1108.20%,0.743285109,0.587336759,1.309147618,2872254240
002491.SZ,通鼎互联,5.6,江苏,通信,2010/10/21,9.375342466,1,0.459566667,0.491466667,4.0635,是,1,12.18539204,11.17350316,-0.064907759,-6.49%,1.291943221,1.56186758,1.378122308,8351481813
002492.SZ,恒基达鑫,4.85,广东,交通运输,2010/11/2,9.342465753,1,0.155633333,0.4676,3.0697,是,1,31.16298993,28.13312071,-0.667165669,-66.72%,1.848726348,14.4871946,1.579958954,2425950000
002493.SZ,荣盛石化,10.35,浙江,化工,2010/11/2,9.342465753,0,0.516666667,0.633333333,3.3272,是,1,20.03225806,39.13519968,-0.184210526,-18.42%,0.606981888,0.597901438,3.110723732,76436959163
002494.SZ,华斯股份,4.65,河北,纺织服装,2010/11/2,9.342465753,0,-0.038766667,0.643333333,5.0054,是,1,10000,22.8611739,-1.060259067,-106.03%,2.349249764,-5.693529685,0.928996684,1804424628
