Code,Name,Close,Location,Industry,List_date,2018/12/31,2017/12/31,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31,Profit,平均EPS(2016-18),平均EPS(2011-13),净资产,div,PE1618,分红比率,Growth,流动比例,有形资产/债务,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5,
002612.SZ,朗姿股份,8.2900,北京,纺织服装,2011-08-30,0.5261 ,0.4689 ,0.4100 ,0.3700 ,0.6060 ,1.1700 ,1.1600 ,1.2500 ,0.8300 ,1.5700 ,1.1900 ,0.0000 ,0.0000 ,1,0.47,1.19,6.9490,是,17.70,47.5165,-60.75%,0.7254,1.1560,1.19,"3,580,632,223.12",0,0,0,1,1,1,1,1,
002613.SZ,北玻股份,5.6300,河南,机械设备,2011-08-30,0.0397 ,-0.0632,0.0334 ,0.0321 ,0.0400 ,0.1100 ,0.1500 ,0.4500 ,0.4400 ,0.3300 ,0.2800 ,0.5100 ,0.0000 ,0,0.00,0.24,1.5828,-,1706.06,0.0000,-98.61%,2.9225,-5.6429,3.56,"2,464,757,100.00",0,0,1,1,0,1,0,0,
002614.SZ,奥 佳 华,13.6200,福建,家用电器,2011-09-09,0.7700 ,0.6200 ,0.4500 ,0.3300 ,0.3900 ,0.4400 ,0.1100 ,1.4200 ,1.7000 ,1.0400 ,0.5100 ,0.9800 ,0.0000 ,1,0.61,0.66,5.7790,是,22.21,12.7103,-6.60%,2.0817,-475.3927,2.36,"5,624,601,750.00",0,0,1,1,0,1,0,0,
002615.SZ,哈 尔 斯,4.8700,浙江,轻工制造,2011-09-09,0.2400 ,0.2700 ,0.4400 ,0.2000 ,0.7700 ,0.6400 ,0.4500 ,0.6800 ,0.6200 ,0.4500 ,0.2600 ,0.3800 ,0.0000 ,1,0.32,0.59,2.0091,是,15.38,33.0409,-46.33%,1.1863,3.5908,2.42,"2,134,080,000.00",0,0,0,1,0,1,0,0,
002616.SZ,长青集团,7.8800,广东,公用事业,2011-09-20,0.2249 ,0.1189 ,0.4486 ,0.3112 ,0.4226 ,0.2692 ,0.4060 ,0.6655 ,0.6100 ,0.6600 ,0.4220 ,0.0000 ,0.0000 ,1,0.26,0.45,2.8508,-,29.83,88.9480,-40.90%,0.8305,1.2636,2.76,"5,363,815,131.12",0,0,0,1,0,1,0,0,
002617.SZ,露笑科技,6.2700,浙江,电气设备,2011-09-20,-0.8800,0.4200 ,0.0900 ,0.2300 ,-0.2200,0.2100 ,0.3100 ,0.5400 ,0.7100 ,0.3000 ,0.3200 ,0.0000 ,0.0000 ,0,-0.12,0.35,1.4291,-,10000.00,0.0000,-134.91%,1.0110,1.0186,4.39,"8,520,169,967.76",0,0,0,1,0,1,0,0,
002618.SZ,丹邦科技,12.0900,广东,电子,2011-09-20,0.0500 ,0.0500 ,0.0700 ,0.3700 ,0.5000 ,0.3200 ,0.3500 ,0.4200 ,0.4400 ,0.3900 ,0.0000 ,0.0000 ,0.0000 ,1,0.06,0.36,3.1317,是,213.35,10.7794,-84.40%,0.7268,1.9874,3.86,"6,618,873,600.00",0,0,0,1,0,1,0,0,
002619.SZ,艾格拉斯,2.8200,浙江,传媒,2011-09-29,0.3600 ,0.2600 ,0.2700 ,0.5900 ,0.0600 ,0.2400 ,0.2000 ,0.6700 ,0.7100 ,0.6600 ,0.2400 ,0.0000 ,0.0000 ,1,0.30,0.37,3.4957,-,9.51,0.0000,-19.82%,2.2131,-1.7268,0.81,"5,516,239,730.69",0,1,1,1,1,1,1,1,
002620.SZ,瑞和股份,5.5600,广东,建筑装饰,2011-09-29,0.4100 ,0.3700 ,0.7210 ,0.5400 ,0.4600 ,0.6700 ,0.6100 ,1.0500 ,1.0100 ,0.2400 ,0.4200 ,0.0000 ,0.0000 ,1,0.50,0.78,6.0354,是,11.11,15.3797,-35.58%,1.5486,9.5828,0.92,"2,188,481,400.00",0,1,0,1,1,1,1,1,
002621.SZ,三垒股份,10.6000,辽宁,传媒,2011-09-29,0.0900 ,0.0500 ,0.0400 ,0.2500 ,0.2700 ,0.3300 ,0.3800 ,1.0800 ,0.9400 ,0.7300 ,0.5700 ,0.0000 ,0.0000 ,1,0.06,0.60,3.4591,是,176.67,22.0334,-89.94%,5.9178,-9.5662,3.06,"6,812,863,602.76",0,0,1,1,0,1,0,0,
002622.SZ,融钰集团,3.4000,吉林,电气设备,2011-10-18,0.0400 ,0.0900 ,0.0200 ,0.2200 ,0.3200 ,0.2600 ,0.3600 ,0.7700 ,0.7400 ,0.6000 ,0.5800 ,0.5900 ,0.0000 ,1,0.05,0.46,1.5244,-,68.00,0.0000,-89.21%,1.5348,3.9969,2.23,"2,478,000,000.00",0,0,0,1,0,1,0,0,
002623.SZ,亚 玛 顿,41.0200,江苏,建筑材料,2011-10-13,0.5000 ,-0.1400,0.1100 ,0.3400 ,0.2400 ,0.3800 ,0.4600 ,1.6400 ,1.8200 ,0.6600 ,0.0500 ,0.0000 ,0.0000 ,0,0.16,0.83,13.8526,-,261.83,0.0000,-81.05%,0.9170,1.7073,2.96,"2,265,600,000.00",0,0,0,1,0,1,0,0,
002624.SZ,完美世界,51.0500,浙江,传媒,2011-10-28,1.3000 ,1.1400 ,0.9600 ,0.5900 ,0.6600 ,0.0800 ,0.1500 ,0.6800 ,0.6800 ,0.5100 ,1.3900 ,0.0000 ,0.0000 ,1,1.13,0.30,6.4186,是,45.04,13.6508,273.63%,1.9646,-5.3163,7.95,"44,598,137,338.50",0,0,0,1,0,1,0,0,
002625.SZ,光启技术,8.4600,浙江,汽车,2011-11-03,0.0300 ,0.0700 ,0.2200 ,0.1300 ,0.2200 ,0.2700 ,0.3000 ,0.7000 ,0.7200 ,0.5900 ,0.3000 ,0.0000 ,0.0000 ,1,0.11,0.42,3.5246,-,79.31,0.0000,-74.80%,14.1657,-1.1193,2.40,"20,877,956,382.78",0,0,1,1,0,1,0,0,
002626.SZ,金 达 威,20.3000,福建,医药生物,2011-10-28,1.1100 ,0.7700 ,0.5100 ,0.2000 ,0.6800 ,0.5700 ,0.5600 ,1.8700 ,2.1100 ,0.7800 ,0.4800 ,0.0000 ,0.0000 ,1,0.80,1.00,4.8964,是,25.48,71.5406,-20.33%,3.9011,43.8819,4.15,"10,788,433,722.50",0,0,1,1,0,1,0,0,
002627.SZ,宜昌交运,8.9900,湖北,交通运输,2011-11-03,0.3018 ,0.7570 ,0.3812 ,0.3581 ,0.4744 ,0.4511 ,0.5867 ,0.9868 ,0.9528 ,0.7800 ,0.4614 ,0.0000 ,0.0000 ,1,0.48,0.67,6.5862,是,18.73,49.6993,-28.87%,2.0186,-3.7246,1.36,"3,136,294,489.47",0,0,1,1,1,1,1,0,
002628.SZ,成都路桥,4.2000,四川,建筑装饰,2011-11-03,0.0300 ,0.0300 ,0.0600 ,0.0300 ,0.1900 ,0.4800 ,0.7800 ,1.4500 ,0.9500 ,0.5700 ,0.4500 ,0.0000 ,0.0000 ,1,0.04,0.90,3.6519,-,105.00,0.0000,-95.57%,1.4646,-3.4038,1.15,"3,384,964,656.75",0,0,0,1,1,1,1,0,
002629.SZ,仁智股份,2.6500,浙江,采掘,2011-11-03,-1.5000,0.0045 ,0.0600 ,-0.2400,0.0200 ,0.1900 ,0.7100 ,0.8000 ,0.7000 ,0.6200 ,0.8700 ,0.0000 ,0.0000 ,0,-0.48,0.57,0.0612,-,10000.00,0.0000,-184.44%,4.8770,18.2945,43.30,"898,046,640.00",0,0,1,1,0,1,0,0,
002630.SZ,华西能源,2.2100,四川,电气设备,2011-11-11,-0.1204,0.2611 ,0.2779 ,0.2689 ,0.4112 ,0.7870 ,0.6195 ,0.7974 ,0.7500 ,0.8614 ,0.8574 ,0.9932 ,0.5712 ,0,0.14,0.73,2.6674,-,15.84,0.0000,-81.01%,1.4428,0.6291,0.83,"2,763,072,000.00",0,0,0,1,1,1,1,1,
002631.SZ,德尔未来,8.0800,江苏,轻工制造,2011-11-11,0.1600 ,0.1300 ,0.2900 ,0.2100 ,0.4000 ,0.5700 ,0.4500 ,0.7000 ,0.8100 ,0.7100 ,0.4000 ,0.0000 ,0.0000 ,1,0.19,0.57,2.4847,是,41.79,38.5906,-66.28%,1.9567,-4.8300,3.25,"4,616,403,600.00",0,0,0,1,0,1,0,0,
002632.SZ,道明光学,7.6400,浙江,化工,2011-11-22,0.3300 ,0.2100 ,0.0800 ,0.1600 ,0.2000 ,0.1300 ,0.3700 ,0.9100 ,0.4800 ,0.4600 ,0.4200 ,0.0000 ,0.0000 ,1,0.21,0.47,3.1901,是,36.97,106.7290,-56.03%,2.6209,-6.0260,2.39,"3,934,974,267.00",0,0,1,1,0,1,0,0,
002633.SZ,申科股份,7.9900,浙江,机械设备,2011-11-22,0.0271 ,0.0400 ,-0.1700,0.1400 ,-0.2500,-0.1900,0.0400 ,0.5100 ,0.5100 ,0.4300 ,0.4000 ,0.0000 ,0.0000 ,0,-0.03,0.12,3.4989,-,10000.00,0.0000,-128.58%,4.5192,-8.8845,2.28,"1,179,000,000.00",0,0,1,1,0,1,0,0,
002634.SZ,棒杰股份,5.0200,浙江,纺织服装,2011-12-05,0.0400 ,0.1000 ,0.0900 ,0.2800 ,0.2800 ,0.2900 ,0.4000 ,0.9000 ,0.7900 ,0.4200 ,0.3300 ,0.0000 ,0.0000 ,1,0.08,0.53,1.4879,-,65.48,0.0000,-85.53%,2.1288,-5.0635,3.37,"4,639,460,381.30",0,0,1,1,0,1,0,0,
002635.SZ,安洁科技,22.1500,江苏,电子,2011-11-25,0.7300 ,0.6100 ,1.0000 ,0.8200 ,0.7000 ,0.7900 ,1.5600 ,1.0900 ,0.6200 ,1.1900 ,1.5700 ,0.0000 ,0.0000 ,1,0.78,1.15,9.4179,是,28.40,12.6087,-31.98%,1.9473,-3.7032,2.35,"10,269,230,057.90",0,0,0,1,0,1,0,0,
002636.SZ,金安国纪,9.0400,上海,电子,2011-11-25,0.4020 ,0.7380 ,0.4690 ,0.0740 ,0.1500 ,0.1100 ,0.1600 ,0.3600 ,0.4800 ,0.2800 ,0.3300 ,0.0000 ,0.0000 ,1,0.54,0.21,3.4542,-,16.86,0.0000,155.40%,1.7569,3.9069,2.62,"5,722,080,000.00",0,0,0,1,0,1,0,0,
002637.SZ,赞宇科技,9.8200,浙江,化工,2011-11-25,0.4300 ,0.3800 ,0.4200 ,0.1000 ,0.3400 ,0.3600 ,0.0500 ,1.6900 ,1.1300 ,0.5400 ,0.2700 ,0.0000 ,0.0000 ,1,0.41,0.70,5.3538,是,23.95,23.7793,-41.43%,0.8700,1.0701,1.83,"3,766,078,800.00",0,0,0,1,0,1,0,0,
002638.SZ,勤上股份,3.1500,广东,传媒,2011-11-25,-0.8200,0.0600 ,-0.4300,0.0600 ,-0.0400,0.2800 ,0.2800 ,0.8600 ,0.6400 ,0.5900 ,0.5700 ,0.0000 ,0.0000 ,0,-0.40,0.47,2.5908,-,10000.00,0.0000,-183.80%,2.3260,-2.7772,1.22,"4,753,485,846.62",0,0,1,1,1,1,1,0,
002639.SZ,雪人股份,8.4300,福建,机械设备,2011-12-05,0.0200 ,-0.0900,0.0500 ,0.0300 ,-0.0500,0.2700 ,0.4300 ,0.6900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,-0.01,0.46,3.3438,是,10000.00,30.0157,-101.44%,1.3298,2.2851,2.52,"5,224,063,944.25",0,0,0,1,0,1,0,0,
002640.SZ,跨 境 通,5.6200,山西,商业贸易,2011-12-08,0.4100 ,0.5200 ,0.2900 ,0.2600 ,0.2400 ,0.2400 ,0.3900 ,1.3700 ,0.8700 ,0.7600 ,0.7000 ,0.0000 ,0.0000 ,1,0.41,0.67,4.6970,是,13.82,11.2581,-39.00%,2.4838,8.0605,1.20,"10,734,904,763.70",0,1,1,1,1,1,1,1,
002641.SZ,永高股份,5.5800,浙江,建筑材料,2011-12-08,0.2200 ,0.1700 ,0.2500 ,0.3000 ,0.5200 ,0.6700 ,1.3600 ,1.1400 ,1.2900 ,1.5200 ,0.7100 ,0.0000 ,0.0000 ,1,0.21,1.06,2.5895,是,26.16,15.1492,-79.81%,1.3234,4.2910,2.15,"5,009,472,000.00",0,0,0,1,0,1,0,0,
002642.SZ,荣 之 联,7.1100,北京,计算机,2011-12-20,-2.0569,-0.3168,0.3775 ,0.5206 ,0.4500 ,0.3772 ,0.4301 ,0.9521 ,0.7609 ,0.4879 ,0.4159 ,0.0000 ,0.0000 ,0,-0.67,0.59,4.2232,-,10000.00,0.0000,-213.46%,2.0740,-3.9297,1.68,"3,810,702,602.88",0,0,1,1,0,1,0,0,
002643.SZ,万润股份,17.3600,山东,化工,2011-12-20,0.4900 ,0.4200 ,0.9200 ,0.7800 ,0.3500 ,0.4500 ,0.7900 ,1.1600 ,0.9700 ,0.6100 ,0.9100 ,0.8400 ,0.0000 ,1,0.61,0.80,4.8780,是,28.46,35.9991,-23.75%,4.8744,-5.1265,3.56,"11,682,361,812.75",0,0,1,1,0,1,0,0,
002644.SZ,佛慈制药,7.6200,甘肃,医药生物,2011-12-22,0.1455 ,0.1451 ,0.1193 ,0.0909 ,0.1950 ,0.3443 ,0.3400 ,0.5300 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.14,0.40,2.8234,是,55.77,8.9374,-66.24%,2.9593,-47.3774,2.70,"3,513,320,160.00",0,0,1,1,0,1,0,0,
002645.SZ,华宏科技,10.1900,江苏,机械设备,2011-12-20,0.4411 ,0.5920 ,0.3009 ,-0.0530,0.0650 ,0.3001 ,0.3572 ,1.2048 ,0.8984 ,0.7247 ,0.5878 ,0.0000 ,0.0000 ,0,0.44,0.62,5.0995,是,22.92,27.2020,-28.36%,2.1812,-2.4115,2.00,"3,665,958,048.72",0,0,1,1,0,1,0,0,
002646.SZ,青青稞酒,9.6200,青海,食品饮料,2011-12-22,0.0000 ,-0.2093,0.4803 ,0.5134 ,0.7050 ,0.8297 ,0.6699 ,0.5426 ,0.3791 ,0.3495 ,0.1513 ,0.0000 ,0.0000 ,0,0.09,0.68,5.3115,是,106.49,50.1977,-86.73%,3.6699,-6.3145,1.81,"4,549,500,000.00",0,0,1,1,0,1,0,0,
002647.SZ,民盛金科,21.2000,浙江,非银金融,2011-12-28,0.0900 ,-0.5800,0.5000 ,0.0400 ,-0.2200,0.4400 ,0.1900 ,0.6700 ,0.6259 ,0.3161 ,0.1650 ,0.0000 ,0.0000 ,0,0.00,0.43,1.7301,是,6360.00,21.1349,-99.23%,1.2889,-0.3606,12.25,"9,524,522,416.50",0,0,0,1,0,1,0,0,
002648.SZ,卫星石化,16.1900,浙江,化工,2011-12-28,0.8800 ,1.0300 ,0.3900 ,-0.5450,0.0400 ,1.2500 ,1.0600 ,4.2000 ,2.2700 ,1.0300 ,0.5200 ,0.0000 ,0.0000 ,0,0.77,2.17,7.5446,是,21.12,10.1958,-64.67%,1.7804,22.3733,2.15,"15,836,388,277.16",0,0,0,1,0,1,0,0,
002649.SZ,博彦科技,10.8000,北京,计算机,2012-01-06,0.4220 ,0.4200 ,0.6900 ,1.0900 ,1.0300 ,0.8500 ,0.6400 ,0.9600 ,0.7400 ,0.5200 ,0.3300 ,0.0000 ,0.0000 ,1,0.51,0.82,4.6150,是,21.15,20.3836,-37.47%,2.2405,-1.8825,2.34,"4,580,517,780.63",0,0,1,1,0,1,0,0,
002650.SZ,加加食品,3.5600,湖南,食品饮料,2012-01-06,0.1000 ,0.1400 ,0.1300 ,0.1300 ,0.2900 ,0.7000 ,0.9200 ,1.3100 ,1.0800 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.12,0.98,1.8875,-,28.86,0.0000,-87.37%,1.1051,8.6114,1.89,"4,170,240,000.00",0,0,0,1,0,1,0,0,
002651.SZ,利君股份,4.2600,四川,机械设备,2012-01-06,0.1200 ,0.1300 ,0.1000 ,0.1400 ,0.6500 ,0.7800 ,0.7300 ,1.1800 ,1.6000 ,0.7600 ,0.4700 ,0.0000 ,0.0000 ,1,0.12,0.90,2.0113,是,36.51,51.2758,-86.99%,3.8304,-1.7956,2.12,"4,649,975,000.00",0,0,1,1,0,1,0,0,
002652.SZ,扬子新材,3.4800,江苏,建筑材料,2012-01-19,0.0800 ,0.1700 ,0.2500 ,0.1300 ,0.2300 ,0.2300 ,0.3900 ,0.7300 ,0.7200 ,0.4700 ,0.2800 ,0.0000 ,0.0000 ,1,0.17,0.45,1.4376,-,20.88,0.0000,-62.96%,1.3336,0.3443,2.42,"1,863,912,960.00",0,0,0,1,0,1,0,0,
002653.SZ,海 思 科,22.1000,西藏,医药生物,2012-01-17,0.3100 ,0.2200 ,0.4200 ,0.3500 ,0.4200 ,0.4800 ,1.1200 ,0.8700 ,0.8700 ,0.8400 ,0.5800 ,0.0000 ,0.0000 ,1,0.32,0.82,1.8761,是,69.79,60.9870,-61.54%,0.8916,-6.6590,11.78,"23,149,805,000.00",0,0,0,1,0,1,0,0,
002654.SZ,万润科技,4.5600,广东,传媒,2012-02-17,-1.2946,0.1600 ,0.1800 ,0.2600 ,0.2300 ,0.2500 ,0.4600 ,0.8200 ,0.7000 ,0.3800 ,0.4400 ,0.0000 ,0.0000 ,0,-0.32,0.51,2.2294,-,10000.00,0.0000,-162.39%,1.5679,3.1089,2.05,"3,365,175,164.40",0,0,0,1,0,1,0,0,
002655.SZ,共达电声,11.3600,山东,电子,2012-02-17,0.0600 ,-0.4900,0.0500 ,0.0500 ,0.0700 ,0.0600 ,0.3800 ,0.5900 ,0.5600 ,0.1700 ,0.5400 ,0.0000 ,0.0000 ,0,-0.13,0.34,1.3572,-,10000.00,0.0000,-136.89%,0.8584,1.4529,8.37,"4,500,000,000.00",0,0,0,1,0,1,0,0,
002656.SZ,摩登大道,2.3300,广东,纺织服装,2012-02-28,0.0391 ,0.3100 ,-0.8000,0.0500 ,0.0700 ,0.7500 ,1.8500 ,1.4600 ,0.8700 ,0.5400 ,0.5500 ,0.0000 ,0.0000 ,0,-0.15,1.35,3.3421,是,10000.00,10.2319,-111.11%,2.6807,-285.3799,0.70,"2,550,821,041.52",0,0,1,1,1,1,1,0,
002657.SZ,中科金财,16.3400,北京,计算机,2012-02-28,0.0200 ,-0.7000,0.5300 ,0.5100 ,0.6100 ,0.5400 ,0.9500 ,1.0800 ,0.8600 ,0.7000 ,0.5700 ,0.0000 ,0.0000 ,0,-0.05,0.86,7.4820,是,10000.00,20.5601,-105.84%,1.7976,-17.9400,2.18,"5,772,561,330.60",0,0,0,1,0,1,0,0,
002658.SZ,雪 迪 龙,6.4100,北京,公用事业,2012-03-09,0.3000 ,0.3600 ,0.3200 ,0.4300 ,0.7200 ,0.4900 ,0.7700 ,0.7700 ,0.7300 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.33,0.68,3.3286,是,19.62,33.2859,-51.72%,6.7150,-3.1543,1.93,"3,937,867,960.32",0,0,1,1,0,1,0,0,
002659.SZ,凯文教育,6.7000,北京,传媒,2012-03-09,-0.2000,0.0500 ,-0.2500,0.0100 ,0.0400 ,-0.2000,0.3100 ,0.6800 ,0.4600 ,0.3200 ,0.2600 ,0.0000 ,0.0000 ,0,-0.13,0.26,4.2249,-,10000.00,0.0000,-150.63%,0.3326,3.9712,1.59,"3,315,470,463.55",0,0,0,1,0,1,0,0,
002660.SZ,茂硕电源,8.6900,广东,电子,2012-03-16,-0.9300,0.0500 ,-0.0100,0.0600 ,-0.1900,0.1300 ,0.5200 ,0.7400 ,0.6500 ,0.3500 ,0.2900 ,0.0000 ,0.0000 ,0,-0.30,0.46,2.0243,-,10000.00,0.0000,-164.03%,1.0308,2.7722,4.29,"2,073,917,464.92",0,0,0,1,0,1,0,0,
002661.SZ,克明面业,15.8000,湖南,食品饮料,2012-03-16,0.5630 ,0.3390 ,0.4080 ,1.2416 ,0.7897 ,1.0500 ,1.0300 ,1.0500 ,0.8400 ,0.5500 ,0.2700 ,0.0000 ,0.0000 ,1,0.44,1.04,6.7517,是,36.18,44.4260,-58.15%,2.1871,9.3451,2.34,"3,600,452,527.50",0,0,1,1,0,1,0,0,
002662.SZ,京威股份,3.7200,北京,汽车,2012-03-09,0.0600 ,0.2500 ,0.8500 ,0.6000 ,0.7000 ,0.5300 ,0.6400 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.39,0.39,3.4218,是,9.62,32.8851,-0.85%,1.0572,1.5622,1.09,"3,885,000,000.00",0,1,0,1,1,1,1,1,
002663.SZ,普邦股份,2.3100,广东,建筑装饰,2012-03-16,0.0200 ,0.0900 ,0.0600 ,0.1200 ,0.7000 ,0.5500 ,0.9200 ,1.2800 ,0.4000 ,0.4400 ,0.5400 ,0.0000 ,0.0000 ,1,0.06,0.92,2.8501,是,40.76,12.5962,-93.82%,1.9334,8.1818,0.81,"5,082,369,979.16",0,0,0,1,1,1,1,0,
002664.SZ,长鹰信质,15.2300,浙江,国防军工,2012-03-16,0.6500 ,0.6400 ,0.5800 ,0.5100 ,0.9300 ,1.0805 ,0.8800 ,0.7800 ,0.5400 ,0.2500 ,0.2000 ,0.0000 ,0.0000 ,1,0.62,0.91,5.4063,是,24.43,10.7525,-31.76%,1.6498,9.1136,2.82,"5,280,264,000.00",0,0,0,1,0,1,0,0,
002665.SZ,首航节能,3.1900,甘肃,电气设备,2012-03-27,-0.2521,0.0435 ,0.0800 ,0.2400 ,0.8000 ,0.6000 ,1.4100 ,0.0000 ,1.0900 ,0.8000 ,0.2000 ,0.0000 ,0.0000 ,0,-0.04,0.67,2.6496,-,10000.00,0.0000,-106.40%,4.5129,-1.8754,1.20,"8,936,296,994.24",0,0,1,1,1,1,1,0,
002666.SZ,德联集团,6.0800,广东,化工,2012-03-27,0.1900 ,0.2000 ,0.1900 ,0.2400 ,0.5000 ,0.5000 ,0.9600 ,0.9800 ,0.8300 ,0.7700 ,0.0000 ,0.0000 ,0.0000 ,1,0.19,0.81,3.9410,是,31.45,138.5458,-76.23%,3.6126,-8.2574,1.54,"3,145,553,047.56",0,0,1,1,0,1,0,0,
002667.SZ,鞍重股份,6.0300,辽宁,机械设备,2012-03-29,0.0500 ,0.1700 ,-0.1700,0.0500 ,0.6900 ,0.8600 ,1.0400 ,1.1900 ,0.9700 ,0.5600 ,0.2400 ,0.0000 ,0.0000 ,0,0.02,1.03,3.3229,是,361.80,18.3422,-98.38%,6.3136,-8.0617,1.81,"1,534,716,480.00",0,0,1,1,0,1,0,0,
002668.SZ,奥马电器,4.8900,广东,家用电器,2012-04-16,-1.7600,0.6100 ,1.8400 ,1.6100 ,1.2300 ,1.1800 ,1.0800 ,1.1700 ,1.0600 ,0.5700 ,0.4200 ,0.0000 ,0.0000 ,0,0.23,1.14,2.1654,-,21.26,0.0000,-79.88%,1.4633,0.7447,2.26,"5,821,678,368.36",0,0,0,1,0,1,0,0,
002669.SZ,康达新材,16.9600,上海,化工,2012-04-16,0.3400 ,0.1900 ,0.4100 ,0.5600 ,0.3500 ,0.4000 ,0.3500 ,0.7900 ,0.8300 ,0.6000 ,0.0000 ,0.0000 ,0.0000 ,1,0.31,0.51,7.9359,是,54.13,24.1687,-38.96%,9.3582,-3.7948,2.14,"2,921,343,095.97",0,0,1,1,0,1,0,0,
002670.SZ,国盛金控,10.6900,广东,非银金融,2012-04-16,-0.2807,0.3877 ,0.7915 ,0.1308 ,0.4668 ,0.4531 ,0.3600 ,0.4800 ,0.4900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.30,0.43,5.8924,-,35.69,0.0000,-30.52%,2.0661,1.2251,1.81,"21,479,439,648.30",0,0,1,1,0,1,0,0,
002671.SZ,龙泉股份,4.2100,山东,建筑材料,2012-04-26,-0.2000,0.1100 ,0.0600 ,0.0600 ,0.3700 ,0.6500 ,0.9200 ,1.0200 ,0.8700 ,0.6300 ,0.3700 ,0.0000 ,0.0000 ,0,-0.01,0.86,4.2397,-,10000.00,0.0000,-101.16%,1.3938,3.5669,0.99,"2,125,988,883.00",0,0,0,1,1,1,1,0,
002672.SZ,东江环保,10.1800,广东,公用事业,2012-04-26,0.4700 ,0.5500 ,0.6200 ,0.3900 ,0.7400 ,0.9200 ,1.8800 ,1.6200 ,1.2400 ,0.8600 ,0.9100 ,0.0000 ,0.0000 ,1,0.55,1.47,4.5563,是,18.62,30.1771,-62.90%,0.9578,0.6895,2.23,"8,089,257,338.40",0,0,0,1,0,1,0,0,
002673.SZ,西部证券,9.4700,陕西,非银金融,2012-05-03,0.0572 ,0.2303 ,0.4000 ,0.7200 ,0.5500 ,0.2300 ,0.1000 ,0.2200 ,0.5400 ,0.7900 ,0.4000 ,0.0000 ,0.0000 ,1,0.23,0.18,4.9569,是,41.32,101.3335,25.00%,0.0000,0.0000,1.91,"30,886,226,771.40",0,0,0,1,0,1,0,0,
002674.SZ,兴业科技,8.7900,福建,纺织服装,2012-05-07,0.3831 ,0.1494 ,0.2418 ,0.0548 ,0.4900 ,0.7400 ,0.6764 ,0.6800 ,0.5900 ,0.4500 ,0.3700 ,0.0000 ,0.0000 ,1,0.26,0.70,7.6653,是,34.06,156.6001,-63.07%,6.7857,-2.7506,1.15,"3,319,882,960.38",0,0,1,1,1,1,1,0,
002675.SZ,东诚药业,15.8900,山东,医药生物,2012-05-25,0.3699 ,0.2454 ,0.1968 ,0.4858 ,0.6016 ,0.5836 ,1.0859 ,1.5800 ,0.6300 ,0.4700 ,0.3300 ,0.0000 ,0.0000 ,1,0.27,1.08,5.2152,是,58.70,13.7313,-75.01%,1.6257,1.0509,3.05,"12,634,875,634.50",0,0,0,1,0,1,0,0,
002676.SZ,顺威股份,2.8700,广东,家用电器,2012-05-25,0.0079 ,-0.0667,0.0800 ,0.0100 ,0.3000 ,0.2700 ,0.4600 ,0.8700 ,0.9200 ,0.4900 ,0.2900 ,0.0000 ,0.0000 ,0,0.01,0.53,1.4392,-,406.13,0.0000,-98.68%,1.3393,2.1026,1.99,"2,548,800,000.00",0,0,0,1,0,1,0,0,
002677.SZ,浙江美大,12.6600,浙江,家用电器,2012-05-25,0.5900 ,0.4800 ,0.3200 ,0.3900 ,0.6900 ,0.5400 ,0.4900 ,0.5400 ,0.4200 ,0.5700 ,0.4200 ,0.0000 ,0.0000 ,1,0.46,0.52,2.1130,是,27.32,79.5746,-11.46%,2.6416,-1.4669,5.99,"8,495,579,158.05",0,0,1,1,0,1,0,0,
002678.SZ,珠江钢琴,7.0100,广东,轻工制造,2012-05-30,0.1300 ,0.1700 ,0.1600 ,0.1500 ,0.1500 ,0.2100 ,0.4000 ,0.3400 ,0.2700 ,0.2200 ,0.0000 ,0.0000 ,0.0000 ,1,0.15,0.32,2.4239,是,45.72,50.0934,-51.58%,3.4425,-6.2122,2.89,"10,920,895,396.92",0,0,1,1,0,1,0,0,
002679.SZ,福建金森,14.2100,福建,农林牧渔,2012-06-05,0.0000 ,0.4000 ,0.1800 ,0.2700 ,0.3400 ,0.3500 ,0.4500 ,0.4500 ,0.3800 ,0.3100 ,0.0000 ,0.0000 ,0.0000 ,0,0.19,0.42,3.2247,是,73.50,27.2465,-53.60%,3.9251,1.1204,4.41,"4,102,154,400.00",0,0,1,1,0,1,0,0,
002680.SZ,长生生物,0.0000,江苏,医药生物,2012-06-05,0.0000 ,0.5828 ,0.4383 ,0.9708 ,0.1800 ,0.4500 ,0.9600 ,1.2100 ,0.8000 ,0.6700 ,0.0000 ,0.0000 ,0.0000 ,0,0.34,0.87,0.0000,-,0.00,0.0000,-61.03%,6.1178,-15.5156,#DIV/0!,"749,741,591.06",0,1,1,1,#DIV/0!,1,#DIV/0!,#DIV/0!,
