Code,Name,Close,Location,Industry,List_date,2018/12/31,2017/12/31,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31,Profit,平均EPS(2016-18),平均EPS(2011-13),净资产,div,PE1618,分红比率,Growth,流动比例,有形资产/债务,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5,
300689.SZ,澄天伟业,45.7000,广东,通信,2017-08-09,0.8100 ,0.9100 ,0.8300 ,0.5400 ,0.5100 ,0.3900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.85,0.13,8.4107,是,53.76,20.4678,553.85%,6.2830,-3.5072,5.43,"2,652,680,000.00",0,0,1,0,0,0,0,0,
300690.SZ,双一科技,23.7000,山东,化工,2017-08-08,0.9100 ,1.9100 ,2.0700 ,1.9700 ,1.1800 ,0.6300 ,0.3600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,1.63,0.33,8.2372,是,14.54,56.8068,393.94%,6.8746,-13.1823,2.88,"2,552,821,440.00",0,1,1,0,0,0,0,0,
300691.SZ,联合光电,20.8300,广东,电子,2017-08-11,0.5300 ,1.1500 ,1.1700 ,0.7400 ,0.5900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.95,0.00,6.0262,是,21.93,58.4408,#DIV/0!,2.2569,11.6855,3.46,"3,822,854,553.60",0,0,1,0,0,0,0,0,
300692.SZ,中环环保,11.4100,安徽,公用事业,2017-08-21,0.3800 ,0.5700 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.32,0.00,4.7035,是,36.03,10.5885,#DIV/0!,1.9371,9.7790,2.43,"1,888,059,000.00",0,0,0,0,0,0,0,0,
300693.SZ,盛弘股份,15.9700,广东,电气设备,2017-08-22,0.3500 ,0.6100 ,0.9300 ,0.7300 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.63,0.00,4.4559,是,25.35,28.2273,#DIV/0!,3.6156,-2.4400,3.58,"1,614,833,882.20",0,0,1,0,0,0,0,0,
300695.SZ,兆丰股份,64.3200,浙江,汽车,2017-09-08,2.9400 ,3.7800 ,3.9700 ,2.2500 ,2.0000 ,1.0400 ,0.7000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,3.56,0.58,25.8546,是,18.05,34.0295,514.37%,5.2040,-3.6154,2.49,"3,702,612,681.00",0,0,1,0,0,0,0,0,
300696.SZ,爱 乐 达,36.7700,四川,国防军工,2017-08-22,0.5800 ,1.2800 ,1.3200 ,1.0200 ,0.6900 ,0.4000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,1.06,0.13,6.3876,是,34.69,30.8101,695.00%,22.4590,-3.1460,5.76,"2,724,912,000.00",0,0,1,0,0,0,0,0,
300697.SZ,电工合金,13.3100,江苏,有色金属,2017-09-07,0.3190 ,0.4590 ,0.4570 ,0.4450 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.41,0.00,3.6154,是,32.33,75.2483,#DIV/0!,2.4244,3.1581,3.68,"2,787,200,000.00",0,0,1,0,0,0,0,0,
300698.SZ,万马科技,14.9000,浙江,通信,2017-08-31,0.0300 ,0.2400 ,0.3700 ,0.3400 ,0.0500 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.21,0.00,2.8403,-,69.84,0.0000,#DIV/0!,2.4248,128.6539,5.25,"2,093,080,000.00",0,0,1,0,0,0,0,0,
300699.SZ,光威复材,50.3800,山东,化工,2017-09-01,1.0200 ,0.7700 ,0.7200 ,0.6400 ,0.1800 ,0.2700 ,0.3000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.84,0.19,7.7315,是,60.22,49.1595,340.35%,7.5483,-53.8117,6.52,"19,469,226,000.00",0,0,1,0,0,0,0,0,
300700.SZ,岱勒新材,16.7100,湖南,机械设备,2017-09-12,0.4100 ,1.6600 ,0.6400 ,0.4900 ,0.5600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.90,0.00,6.5848,是,18.50,21.8057,#DIV/0!,1.8106,-73.2306,2.54,"1,509,572,763.20",0,0,0,0,0,0,0,0,
300701.SZ,森霸传感,27.6500,河南,电子,2017-09-15,0.8800 ,0.9200 ,0.7800 ,0.6000 ,0.5000 ,0.4800 ,0.4100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.86,0.30,5.9671,是,32.15,28.4411,189.89%,19.9951,-11.6461,4.63,"3,007,200,000.00",0,0,1,0,0,0,0,0,
300702.SZ,天宇股份,55.8200,浙江,医药生物,2017-09-19,0.9100 ,1.0300 ,1.3600 ,0.5600 ,0.2700 ,0.3700 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,1.10,0.12,7.9468,是,50.75,16.7027,791.89%,1.5806,3.7731,7.02,"9,155,698,613.76",0,0,0,0,0,0,0,0,
300703.SZ,创源文化,13.9800,浙江,轻工制造,2017-09-19,0.6900 ,0.9300 ,1.2600 ,0.6100 ,0.4600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.96,0.00,5.3212,是,14.56,43.2402,#DIV/0!,2.8336,-21.6799,2.63,"2,154,094,720.00",0,1,1,0,0,0,0,0,
300705.SZ,九典制药,12.5700,湖南,医药生物,2017-10-10,0.3100 ,0.7200 ,0.6300 ,0.5500 ,0.8000 ,0.6100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.55,0.20,3.0602,是,22.72,15.3226,172.13%,6.4877,-2.0367,4.11,"2,736,368,800.00",0,0,1,0,0,0,0,0,
300706.SZ,阿 石 创,33.1000,福建,电子,2017-09-26,0.2000 ,0.6400 ,0.6100 ,0.5100 ,0.3400 ,0.1600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.48,0.05,3.0557,是,68.48,15.2662,806.25%,3.1849,12.5237,10.83,"2,942,352,000.00",0,0,1,0,0,0,0,0,
300707.SZ,威唐工业,17.6000,江苏,汽车,2017-10-10,0.5264 ,1.3245 ,0.9279 ,0.6545 ,0.5626 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.93,0.00,4.0497,是,19.00,18.9134,#DIV/0!,3.2046,-2.4226,4.35,"1,755,924,000.00",0,0,1,0,0,0,0,0,
300708.SZ,聚灿光电,14.5000,江苏,电子,2017-10-16,0.0800 ,0.5400 ,0.3140 ,0.1248 ,0.3326 ,0.0700 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.31,0.02,2.8162,是,46.57,25.4654,1234.29%,1.2658,2.6596,5.15,"3,191,694,800.00",0,0,0,0,0,0,0,0,
300709.SZ,精研科技,133.3000,江苏,电子,2017-10-19,0.4200 ,2.2300 ,2.4500 ,1.8100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.70,0.00,14.3686,是,78.41,26.0315,#DIV/0!,3.3346,-2.3922,9.28,"7,018,642,596.00",0,0,1,0,0,0,0,0,
300710.SZ,万隆光电,26.0900,浙江,通信,2017-10-19,0.2105 ,0.8658 ,0.8804 ,0.7852 ,0.6668 ,0.3111 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.65,0.10,8.4061,是,40.00,19.0027,528.96%,7.5388,-7.3612,3.10,"1,816,212,580.00",0,0,1,0,0,0,0,0,
300711.SZ,广哈通信,15.8000,广东,通信,2017-11-01,0.1100 ,0.4800 ,0.5000 ,0.4700 ,0.4800 ,0.2200 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.36,0.07,3.8797,是,43.49,25.8490,395.45%,7.9121,-1.6204,4.07,"2,337,704,795.44",0,0,1,0,0,0,0,0,
300712.SZ,永福股份,10.4100,福建,建筑装饰,2017-10-31,0.5249 ,0.6940 ,0.7000 ,0.5700 ,0.6200 ,0.6800 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.64,0.23,6.6385,是,16.27,19.0499,182.19%,2.8756,-21.3304,1.57,"2,114,227,440.00",0,0,1,0,0,0,0,0,
300713.SZ,英 可 瑞,12.4600,广东,电气设备,2017-11-01,0.1300 ,1.9000 ,2.3000 ,1.4300 ,0.4900 ,0.2200 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,1.44,0.07,7.5039,是,8.63,0.0000,1868.18%,4.3238,-1.8845,1.66,"1,824,525,000.00",0,1,1,0,0,0,0,1,
300715.SZ,凯伦股份,21.6600,江苏,建筑材料,2017-10-26,0.5000 ,0.7820 ,0.7500 ,0.5500 ,0.3800 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.68,0.00,3.2926,是,31.98,10.1035,#DIV/0!,1.7547,-6.3344,6.58,"2,984,699,120.00",0,0,0,0,0,0,0,0,
300716.SZ,国立科技,8.7300,广东,化工,2017-11-09,0.3500 ,0.7500 ,0.7700 ,0.6900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.62,0.00,5.1781,是,14.01,19.0281,#DIV/0!,3.1067,10.7364,1.69,"1,520,190,000.00",0,1,1,0,0,0,0,0,
300717.SZ,华信新材,14.3200,江苏,化工,2017-11-06,0.4600 ,0.8700 ,0.8800 ,0.8800 ,0.6600 ,0.6500 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.74,0.22,5.2688,是,19.44,13.1609,240.00%,7.9600,-5.9533,2.72,"1,553,408,000.00",0,0,1,0,0,0,0,0,
300718.SZ,长盛轴承,20.5900,浙江,机械设备,2017-11-06,0.7400 ,1.5300 ,1.0800 ,1.1800 ,1.1200 ,1.0300 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,1.12,0.34,5.6864,是,18.44,47.0378,225.24%,9.5961,-8.3408,3.62,"3,643,200,000.00",0,0,1,0,0,0,0,0,
300719.SZ,安达维尔,10.6400,北京,国防军工,2017-11-09,0.2193 ,0.6934 ,0.7324 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.55,0.00,3.7354,是,19.40,91.3868,#DIV/0!,6.7482,-3.5608,2.85,"2,812,347,860.00",0,0,1,0,0,0,0,0,
300720.SZ,海川智能,13.9700,广东,机械设备,2017-11-06,0.6500 ,0.6900 ,0.7000 ,0.5900 ,0.5800 ,0.7700 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.68,0.26,6.3271,是,20.54,46.3113,164.94%,9.0349,-5.4475,2.21,"1,519,560,000.00",0,0,1,0,0,0,0,0,
300721.SZ,怡达股份,18.8400,江苏,化工,2017-11-15,0.4435 ,1.0456 ,1.0349 ,1.1561 ,0.4274 ,-0.0724,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.84,-0.02,10.7657,是,22.39,33.9529,-3586.19%,2.3140,5.3022,1.75,"1,411,043,350.00",0,0,1,0,0,0,0,0,
300722.SZ,新余国科,18.5100,江西,国防军工,2017-11-10,0.9300 ,0.7300 ,0.5700 ,0.6400 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.74,0.00,5.4465,是,24.90,37.8233,#DIV/0!,4.9529,-2.2042,3.40,"2,256,800,000.00",0,0,1,0,0,0,0,0,
300723.SZ,一 品 红,40.8400,广东,医药生物,2017-11-16,1.2900 ,1.2700 ,1.1400 ,0.5000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.23,0.00,8.0412,是,33.11,15.4817,#DIV/0!,10.9724,5.6124,5.08,"5,125,952,468.00",0,0,1,0,0,0,0,0,
300725.SZ,药石科技,87.6600,江苏,医药生物,2017-11-10,1.2100 ,1.1900 ,0.6900 ,0.4600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.03,0.00,5.4521,是,85.11,16.4963,#DIV/0!,7.9061,-2.9273,16.08,"9,220,195,423.68",0,0,1,0,0,0,0,0,
300726.SZ,宏达电子,28.2900,湖南,电子,2017-11-21,0.5573 ,0.5500 ,0.5463 ,0.2342 ,2.3813 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.55,0.00,3.8823,是,51.32,44.8559,#DIV/0!,18.5408,-2.6382,7.29,"9,814,453,000.00",0,0,1,0,0,0,0,0,
300727.SZ,润禾材料,14.0000,浙江,化工,2017-11-27,0.5200 ,0.6400 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.39,0.00,4.1438,是,36.21,28.7663,#DIV/0!,2.9566,7.9159,3.38,"1,851,179,200.00",0,0,1,0,0,0,0,0,
300729.SZ,乐歌股份,20.8000,浙江,轻工制造,2017-12-01,0.6700 ,0.9500 ,0.9500 ,0.8500 ,0.4500 ,0.5900 ,0.0000 ,0.0000 ,0.5200 ,0.4700 ,0.3100 ,0.0000 ,0.0000 ,1,0.86,0.20,8.4534,是,24.28,30.3319,335.59%,2.1251,-4.9425,2.46,"1,984,501,382.50",0,0,1,0,0,0,0,0,
300730.SZ,科创信息,13.9500,湖南,计算机,2017-12-05,0.2200 ,0.6200 ,0.5400 ,0.4900 ,0.2000 ,0.1700 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.46,0.06,2.5613,是,30.33,27.0011,711.76%,2.5896,-1.5564,5.45,"2,136,270,836.96",0,0,1,0,0,0,0,0,
300731.SZ,科创新源,38.0000,广东,化工,2017-12-08,0.5100 ,0.9800 ,0.8300 ,0.5900 ,0.9300 ,0.9100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.77,0.30,5.7354,是,49.14,20.1365,154.95%,10.7846,-1.8964,6.63,"3,393,872,747.46",0,0,1,0,0,0,0,0,
300732.SZ,设 研 院,15.3500,河南,建筑装饰,2017-12-12,2.3200 ,4.2600 ,2.4000 ,1.0600 ,0.8300 ,2.5400 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,2.99,0.85,15.2352,是,5.13,13.6313,253.54%,2.8898,-2.2064,1.01,"3,171,707,668.26",0,1,1,0,1,0,0,1,
300733.SZ,西菱动力,9.7900,四川,汽车,2018-01-16,0.4300 ,0.8400 ,0.7700 ,0.5200 ,0.4500 ,0.3500 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.68,0.12,7.1143,是,14.40,29.9906,482.86%,1.2127,2.6064,1.38,"1,782,400,000.00",0,1,0,0,1,0,0,1,
300735.SZ,光弘科技,31.9500,广东,电子,2017-12-29,0.7700 ,0.6500 ,0.6100 ,0.4000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.68,0.00,5.1128,是,47.22,38.9304,#DIV/0!,6.1966,-1.6987,6.25,"12,287,888,600.00",0,0,1,0,0,0,0,0,
300736.SZ,百华悦邦,9.1000,北京,电子,2018-01-09,0.3400 ,0.9700 ,1.1600 ,0.9900 ,0.7200 ,0.7700 ,0.4400 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.82,0.40,4.9334,是,11.05,90.6150,104.13%,2.6927,-1.3688,1.84,"1,352,728,406.40",0,1,1,0,0,0,0,1,
300737.SZ,科顺股份,13.1000,广东,建筑材料,2018-01-25,0.3100 ,0.4800 ,0.6300 ,0.4400 ,0.2400 ,0.1500 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.47,0.05,4.7652,是,27.68,16.4807,846.67%,1.6918,10.0833,2.75,"6,551,260,408.00",0,0,0,0,0,0,0,0,
300738.SZ,奥飞数据,44.8000,广东,计算机,2018-01-19,0.9100 ,1.2800 ,1.1700 ,0.6700 ,0.1200 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.12,0.00,8.7553,是,40.00,20.2800,#DIV/0!,1.3503,6.5464,5.12,"3,502,043,028.00",0,0,0,0,0,0,0,0,
300739.SZ,明阳电路,19.3000,广东,电子,2018-02-01,0.6700 ,1.2600 ,1.4100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.11,0.00,6.7831,是,17.34,53.3409,#DIV/0!,1.2640,-11.8515,2.85,"4,670,820,000.00",0,0,0,0,0,0,0,0,
300740.SZ,御 家 汇,7.6700,湖南,化工,2018-02-08,0.5000 ,1.3200 ,0.6200 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.81,0.00,5.1457,是,9.43,0.0000,#DIV/0!,2.6444,-2.4610,1.49,"3,198,519,886.24",0,1,1,0,1,0,0,1,
300741.SZ,华宝股份,28.7700,西藏,食品饮料,2018-03-01,1.9400 ,2.0700 ,2.4600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,2.16,0.00,14.5948,是,13.34,209.5376,#DIV/0!,9.1945,-1.3228,1.97,"17,620,326,800.00",0,1,1,0,0,0,0,0,
300742.SZ,越博动力,20.0100,江苏,汽车,2018-05-08,0.3000 ,1.6000 ,1.4500 ,0.5100 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.12,0.00,14.4093,-,17.92,0.0000,#DIV/0!,1.4675,1.7669,1.39,"1,594,305,956.70",0,0,0,0,1,0,0,0,
300743.SZ,天地数码,17.6300,浙江,化工,2018-04-27,0.5300 ,0.9100 ,0.8500 ,0.7100 ,0.5600 ,0.6300 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.76,0.21,5.8818,是,23.10,102.7672,263.49%,1.4798,1.6707,3.00,"1,881,669,690.00",0,0,0,0,0,0,0,0,
300745.SZ,欣锐科技,21.1300,广东,电气设备,2018-05-23,0.8000 ,1.0700 ,1.5500 ,1.1900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,1.14,0.00,9.4284,是,18.54,11.1100,#DIV/0!,2.5291,-18.7068,2.24,"2,372,695,933.44",0,0,1,0,0,0,0,0,
300746.SZ,汉嘉设计,11.7000,浙江,建筑装饰,2018-05-25,0.4000 ,0.3800 ,0.3000 ,0.3100 ,0.3400 ,0.0000 ,0.0000 ,0.0000 ,0.4500 ,0.4000 ,0.2300 ,0.0000 ,0.0000 ,0,0.36,0.00,4.3355,是,32.50,20.0238,#DIV/0!,2.7367,-3.1378,2.70,"2,884,935,831.84",0,0,1,0,0,0,0,0,
600000.SH,浦发银行,10.8500,上海,银行,1999-11-10,1.8500 ,1.8400 ,2.4040 ,2.6650 ,2.5210 ,2.1900 ,1.8300 ,1.4600 ,1.6000 ,1.6200 ,0.0000 ,1.2630 ,0.0000 ,1,2.03,1.83,15.0500,是,5.34,18.3733,11.20%,0.0000,0.0000,0.72,"349,583,277,528.27",1,1,0,1,1,1,1,1,
600004.SH,白云机场,15.4800,广东,交通运输,2003-04-28,0.5500 ,0.8200 ,0.9800 ,1.0900 ,0.9500 ,0.7800 ,0.6500 ,0.6100 ,0.5100 ,0.4700 ,0.4200 ,0.3600 ,0.0000 ,1,0.78,0.68,7.5463,是,19.76,31.1542,15.20%,0.7642,-33.2463,2.05,"34,557,652,583.80",0,0,0,1,0,1,0,0,
600006.SH,东风汽车,4.0400,湖北,汽车,1999-07-27,0.2769 ,0.1004 ,0.0000 ,0.1722 ,0.0703 ,0.0251 ,0.0109 ,0.2300 ,0.2854 ,0.1590 ,0.1577 ,0.2447 ,0.0000 ,0,0.13,0.09,3.5716,是,32.12,30.0804,41.84%,1.3408,3.3788,1.13,"8,780,000,000.00",0,0,0,1,1,1,1,0,
600007.SH,中国国贸,14.1600,北京,房地产,1999-03-12,0.7700 ,0.6300 ,0.6800 ,0.6200 ,0.5300 ,0.3200 ,0.3800 ,0.0000 ,0.1200 ,0.2900 ,0.3500 ,0.2900 ,0.0000 ,1,0.69,0.23,6.8698,是,20.42,41.6097,197.14%,0.5437,2.5687,2.06,"16,408,632,478.86",0,0,0,1,0,1,0,0,
600008.SH,首创股份,3.2900,北京,公用事业,2000-04-27,0.1449 ,0.0000 ,0.1267 ,0.2241 ,0.2774 ,0.2733 ,0.2642 ,0.2377 ,0.2194 ,0.0000 ,0.1186 ,0.0000 ,0.0000 ,0,0.09,0.26,1.9638,是,36.34,63.2238,-64.96%,0.5082,-0.4244,1.68,"18,648,270,118.96",0,0,0,1,0,1,0,0,
600009.SH,上海机场,65.7100,上海,交通运输,1998-02-18,2.2000 ,1.9100 ,1.4600 ,1.3100 ,1.0900 ,0.9700 ,0.8200 ,0.7800 ,0.6800 ,0.3700 ,0.4500 ,0.8800 ,0.0000 ,1,1.86,0.86,14.6583,是,35.39,30.0558,116.73%,4.8977,-2.8352,4.48,"144,772,388,198.24",1,0,1,1,0,1,0,0,
600010.SH,包钢股份,1.1700,内蒙古,钢铁,2001-03-09,0.0730 ,0.0452 ,0.0026 ,-0.1288,0.0125 ,0.0300 ,0.0400 ,0.0800 ,0.0300 ,-0.2500,0.1400 ,0.3600 ,0.0000 ,0,0.04,0.05,1.1510,是,29.06,9.6004,-19.47%,0.4657,1.4173,1.02,"58,348,841,789.44",1,0,0,1,1,1,1,0,
600011.SH,华能国际,4.7000,北京,公用事业,2001-12-06,0.0700 ,0.1100 ,0.5800 ,0.9500 ,0.7500 ,0.7500 ,0.4200 ,0.0900 ,0.2900 ,0.4200 ,-0.3100,0.5000 ,0.0000 ,1,0.25,0.42,4.6603,是,18.55,109.0993,-39.68%,0.3112,0.2099,1.01,"94,031,579,220.41",1,0,0,1,1,1,1,1,
600012.SH,皖通高速,5.2000,安徽,交通运输,2003-01-07,0.6771 ,0.6580 ,0.5627 ,0.5655 ,0.5190 ,0.5110 ,0.4590 ,0.5170 ,0.4720 ,0.4060 ,0.4170 ,0.3120 ,0.0000 ,1,0.63,0.50,6.0713,是,8.22,36.9223,27.63%,1.9270,7.5215,0.86,"9,503,835,300.00",0,1,0,1,1,1,1,1,
600015.SH,华夏银行,6.9500,北京,银行,2003-09-12,1.5600 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1.8681 ,1.4800 ,1.2002 ,0.7535 ,0.7036 ,0.5003 ,0.0000 ,0,0.52,1.12,12.8100,是,13.37,12.8387,-53.41%,0.0000,0.0000,0.54,"114,327,074,193.69",1,1,0,1,1,1,1,1,
600016.SH,民生银行,5.7200,北京,银行,2000-12-19,1.1400 ,1.3500 ,1.3100 ,1.2700 ,1.2400 ,1.4300 ,1.3400 ,1.0500 ,0.6600 ,0.6300 ,0.4200 ,0.4800 ,0.0000 ,1,1.27,1.27,9.3700,是,4.52,30.0136,-0.52%,0.0000,0.0000,0.61,"270,137,522,157.34",1,1,0,1,1,1,1,1,
600017.SH,日 照 港,2.5800,山东,交通运输,2006-10-17,0.2100 ,0.1200 ,0.0600 ,0.1000 ,0.1860 ,0.2600 ,0.2600 ,0.1900 ,0.1900 ,0.2600 ,0.2100 ,0.2800 ,0.0000 ,1,0.13,0.24,3.6572,是,19.85,9.5462,-45.07%,0.5465,1.3719,0.71,"8,673,343,964.16",0,0,0,1,1,1,1,1,
600018.SH,上港集团,4.5400,上海,交通运输,2006-10-26,0.4434 ,0.4978 ,0.2994 ,0.2853 ,0.2974 ,0.2310 ,0.2184 ,0.2131 ,0.2581 ,0.1791 ,0.2201 ,0.0000 ,0.0000 ,1,0.41,0.22,3.2601,是,10.98,34.7278,87.26%,1.3199,1.8089,1.39,"129,077,367,800.50",1,1,0,1,1,1,1,1,
600019.SH,宝钢股份,5.2000,上海,钢铁,2000-12-12,0.9700 ,0.8600 ,0.5500 ,0.0600 ,0.3500 ,0.0000 ,0.0000 ,0.0000 ,0.7400 ,0.3300 ,0.0000 ,0.0000 ,0.0000 ,0,0.79,0.00,7.9380,是,6.55,51.6484,#DIV/0!,0.8167,1.6007,0.66,"121,841,298,251.25",1,1,0,1,1,1,1,1,
600020.SH,中原高速,3.8300,河南,交通运输,2003-08-08,0.2052 ,0.0000 ,0.0000 ,0.5093 ,0.3962 ,0.1756 ,0.2313 ,0.1391 ,0.2460 ,0.2078 ,0.1298 ,0.0000 ,0.0000 ,0,0.07,0.18,4.1967,是,55.99,30.6756,-62.42%,0.2815,-0.3295,0.91,"9,304,119,384.48",0,0,0,1,1,1,1,0,
600021.SH,上海电力,7.0400,上海,公用事业,2003-10-29,1.1171 ,0.3851 ,0.4283 ,0.6227 ,0.6195 ,0.5518 ,0.4127 ,0.2165 ,0.0901 ,0.1793 ,-0.7043,0.2757 ,0.0000 ,1,0.64,0.39,6.0759,是,10.94,31.1897,63.46%,0.3368,0.2457,1.16,"19,288,500,131.89",0,1,0,1,1,1,1,1,
600022.SH,山东钢铁,1.3000,山东,钢铁,2004-06-29,0.1924 ,0.1758 ,-0.0712,0.0107 ,-0.2173,0.0246 ,-0.6521,0.0169 ,0.0270 ,0.0215 ,0.5509 ,0.0000 ,0.0000 ,0,0.10,-0.20,1.8423,-,13.13,0.0000,-148.64%,0.6947,1.3466,0.71,"15,106,238,470.08",0,1,0,1,1,1,1,1,
600023.SH,浙能电力,3.4500,浙江,公用事业,2013-12-19,0.3000 ,0.3200 ,0.4600 ,0.5400 ,0.4900 ,0.7100 ,0.4500 ,0.2900 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,1,0.36,0.48,4.4994,是,9.58,60.6615,-25.52%,1.2819,2.9948,0.77,"52,362,656,453.80",1,1,0,1,1,1,1,1,
